**********************************************
* Logging started at ÖÜÈÕ 1ÔÂ 28 22:01:02 2024
* By flac3d Version 7.00 Release 126
* 
* 
* Job Title: 
**********************************************
flac3d>zone list stress range position-x 0 500 position-y 0 300 position-z 14.9 17.1
Zone total stress tensor.
     ID            XX            YY            ZZ            XY            YZ            XZ 
------- ------------- ------------- ------------- ------------- ------------- ------------- 
 166277 -1.903514e+07 -1.907793e+07 -1.563262e+07 -2.245086e+03 -3.437644e+03  7.210445e+04 
 166278 -1.903487e+07 -1.907804e+07 -1.563667e+07 -2.870465e+03 -3.606495e+03  7.434940e+04 
 166279 -1.903410e+07 -1.907836e+07 -1.564047e+07 -4.121320e+03 -3.068159e+03  7.691676e+04 
 166280 -1.903223e+07 -1.907892e+07 -1.564336e+07 -4.830913e+03 -1.981482e+03  7.932647e+04 
 166281 -1.902887e+07 -1.908027e+07 -1.564491e+07 -5.098804e+03 -3.051175e+02  8.085276e+04 
 166282 -1.902524e+07 -1.908186e+07 -1.564510e+07 -4.214435e+03  1.217084e+03  8.095898e+04 
 166283 -1.902209e+07 -1.908248e+07 -1.564378e+07 -2.718594e+03  2.684273e+03  8.022368e+04 
 166284 -1.901996e+07 -1.908240e+07 -1.564134e+07 -3.223418e+02  3.566610e+03  7.909101e+04 
 166285 -1.901950e+07 -1.908191e+07 -1.563835e+07  1.665646e+03  3.939286e+03  7.743775e+04 
 166286 -1.901908e+07 -1.908070e+07 -1.563523e+07  3.987034e+03  3.772506e+03  7.506841e+04 
 166287 -1.901869e+07 -1.907935e+07 -1.563218e+07  5.593411e+03  3.131276e+03  7.336110e+04 
 166288 -1.901970e+07 -1.907780e+07 -1.562947e+07  6.902120e+03  2.447920e+03  7.189719e+04 
 166289 -1.902089e+07 -1.907593e+07 -1.562717e+07  8.242901e+03  1.784748e+03  6.967307e+04 
 166290 -1.902187e+07 -1.907435e+07 -1.562513e+07  8.335380e+03  1.163633e+03  6.830914e+04 
 166291 -1.902308e+07 -1.907297e+07 -1.562358e+07  9.072200e+03  5.598971e+02  6.783040e+04 
 166292 -1.902397e+07 -1.907138e+07 -1.562246e+07  9.539681e+03  1.520115e+02  6.702344e+04 
 166293 -1.902504e+07 -1.907010e+07 -1.562161e+07  9.502280e+03 -9.714167e+01  6.649539e+04 
 166294 -1.902628e+07 -1.906893e+07 -1.562101e+07  9.648299e+03 -1.616024e+02  6.655348e+04 
 166295 -1.902755e+07 -1.906792e+07 -1.562064e+07  9.039881e+03 -1.025969e+02  6.655249e+04 
 166296 -1.902857e+07 -1.906713e+07 -1.562040e+07  9.094893e+03  9.486243e+01  6.625804e+04 
 166297 -1.902947e+07 -1.906654e+07 -1.562030e+07  8.688634e+03  3.879557e+02  6.591562e+04 
 166298 -1.903038e+07 -1.906620e+07 -1.562033e+07  8.097790e+03  6.880421e+02  6.573855e+04 
 166299 -1.903086e+07 -1.906599e+07 -1.562045e+07  7.657369e+03  9.640989e+02  6.567330e+04 
 166300 -1.903133e+07 -1.906603e+07 -1.562073e+07  7.627751e+03  1.173644e+03  6.578637e+04 
 166413 -1.909110e+07 -1.905909e+07 -1.547413e+07 -2.061411e+03 -6.461031e+02 -3.407233e+03 
 166414 -1.909008e+07 -1.905992e+07 -1.547675e+07 -6.077045e+03 -2.059223e+03 -2.268591e+03 
 166415 -1.908846e+07 -1.906127e+07 -1.548198e+07 -9.384378e+03 -3.658715e+03  5.785528e+01 
 166416 -1.908651e+07 -1.906290e+07 -1.548971e+07 -1.218939e+04 -5.491009e+03  3.753984e+03 
 166417 -1.908421e+07 -1.906472e+07 -1.549989e+07 -1.504295e+04 -7.439531e+03  8.871676e+03 
 166418 -1.908117e+07 -1.906684e+07 -1.551228e+07 -1.784346e+04 -9.245431e+03  1.537066e+04 
 166419 -1.907712e+07 -1.906927e+07 -1.552634e+07 -2.034509e+04 -1.033605e+04  2.298384e+04 
 166420 -1.907213e+07 -1.907206e+07 -1.554113e+07 -2.220632e+04 -1.021688e+04  3.098589e+04 
 166421 -1.906647e+07 -1.907482e+07 -1.555524e+07 -2.356572e+04 -8.549452e+03  3.853587e+04 
 166422 -1.906048e+07 -1.907795e+07 -1.556713e+07 -2.376274e+04 -5.568011e+03  4.486174e+04 
 166423 -1.905488e+07 -1.908107e+07 -1.557588e+07 -2.279434e+04 -2.019529e+03  4.932513e+04 
 166424 -1.905015e+07 -1.908353e+07 -1.558131e+07 -2.095134e+04  1.318263e+03  5.177343e+04 
 166425 -1.904646e+07 -1.908546e+07 -1.558376e+07 -1.877037e+04  3.862746e+03  5.251951e+04 
 166426 -1.904394e+07 -1.908658e+07 -1.558379e+07 -1.597066e+04  5.384798e+03  5.187671e+04 
 166427 -1.904230e+07 -1.908709e+07 -1.558216e+07 -1.337831e+04  5.739118e+03  5.041307e+04 
 166428 -1.904119e+07 -1.908696e+07 -1.557863e+07 -1.087988e+04  5.306171e+03  4.867589e+04 
 166429 -1.904057e+07 -1.908472e+07 -1.557982e+07 -8.648011e+03  1.090345e+03  4.678784e+04 
 166430 -1.904248e+07 -1.909757e+07 -1.550878e+07 -6.779253e+03  2.087744e+04  4.493879e+04 
 166431 -1.904063e+07 -1.908585e+07 -1.556816e+07 -5.106870e+03 -2.851198e+04  4.368808e+04 
 166432 -1.903897e+07 -1.907260e+07 -1.563166e+07 -4.127210e+03  1.741869e+04  4.282823e+04 
 166433 -1.904089e+07 -1.908547e+07 -1.556683e+07 -3.314150e+03 -3.111620e+03  4.210400e+04 
 166434 -1.904105e+07 -1.908253e+07 -1.556792e+07 -2.489373e+03 -1.088447e+03  4.188542e+04 
 166435 -1.904145e+07 -1.908163e+07 -1.556594e+07 -1.742407e+03 -1.386900e+03  4.182776e+04 
 166436 -1.904169e+07 -1.908061e+07 -1.556503e+07 -1.347651e+03 -1.507685e+03  4.177078e+04 
 166437 -1.904205e+07 -1.907971e+07 -1.556439e+07 -1.212257e+03 -1.494389e+03  4.173858e+04 
 166438 -1.904264e+07 -1.907896e+07 -1.556402e+07 -9.654988e+02 -1.440830e+03  4.184624e+04 
 166439 -1.904300e+07 -1.907838e+07 -1.556386e+07 -7.741568e+02 -1.155804e+03  4.205697e+04 
 166440 -1.904327e+07 -1.907817e+07 -1.556382e+07 -7.339993e+02 -8.563938e+02  4.230132e+04 
 166441 -1.904374e+07 -1.907795e+07 -1.556391e+07 -6.003302e+02 -6.091723e+02  4.245669e+04 
 166442 -1.904422e+07 -1.907778e+07 -1.556415e+07 -8.391572e+02 -2.478388e+02  4.247024e+04 
 166443 -1.904474e+07 -1.907770e+07 -1.556455e+07 -7.768641e+02 -1.298269e+01  4.268892e+04 
 166444 -1.904536e+07 -1.907794e+07 -1.556513e+07 -6.141031e+02  1.683677e+02  4.305828e+04 
 166445 -1.904582e+07 -1.907808e+07 -1.556604e+07 -5.885677e+02  6.491021e+01  4.337708e+04 
 166446 -1.904615e+07 -1.907823e+07 -1.556731e+07 -9.952604e+02 -2.712944e+02  4.396607e+04 
 166447 -1.904662e+07 -1.907851e+07 -1.556896e+07 -8.544708e+02 -5.572626e+02  4.479128e+04 
 166448 -1.904677e+07 -1.907863e+07 -1.557104e+07 -1.543695e+03 -1.184145e+03  4.601969e+04 
 166449 -1.904672e+07 -1.907894e+07 -1.557340e+07 -1.884642e+03 -1.545864e+03  4.744769e+04 
 166450 -1.904636e+07 -1.907907e+07 -1.557583e+07 -2.405235e+03 -1.624784e+03  4.889515e+04 
 166451 -1.904527e+07 -1.907945e+07 -1.557810e+07 -3.351991e+03 -1.498985e+03  5.034034e+04 
 166452 -1.904365e+07 -1.907995e+07 -1.557990e+07 -3.737374e+03 -1.043116e+03  5.177413e+04 
 166453 -1.904149e+07 -1.908096e+07 -1.558081e+07 -3.709655e+03 -2.755662e+02  5.294640e+04 
 166454 -1.903913e+07 -1.908213e+07 -1.558078e+07 -3.345001e+03  6.338267e+02  5.307237e+04 
 166455 -1.903690e+07 -1.908238e+07 -1.558013e+07 -2.050402e+03  1.254363e+03  5.246690e+04 
 166456 -1.903534e+07 -1.908271e+07 -1.557885e+07 -7.381640e+02  1.699354e+03  5.172636e+04 
 166457 -1.903375e+07 -1.908233e+07 -1.557717e+07  1.365512e+03  1.817960e+03  5.089223e+04 
 166458 -1.903316e+07 -1.908151e+07 -1.557527e+07  3.095238e+03  1.650092e+03  4.950781e+04 
 166459 -1.903401e+07 -1.908038e+07 -1.557327e+07  4.475749e+03  1.306663e+03  4.872308e+04 
 166460 -1.903425e+07 -1.907905e+07 -1.557153e+07  5.642180e+03  1.006803e+03  4.774650e+04 
 166461 -1.903491e+07 -1.907750e+07 -1.557012e+07  7.065356e+03  5.454628e+02  4.611936e+04 
 166462 -1.903555e+07 -1.907623e+07 -1.556896e+07  7.364526e+03  8.884390e+01  4.541628e+04 
 166463 -1.903622e+07 -1.907488e+07 -1.556806e+07  7.869686e+03 -1.776575e+02  4.515575e+04 
 166464 -1.903753e+07 -1.907344e+07 -1.556741e+07  8.591752e+03 -3.720939e+02  4.473584e+04 
 166465 -1.903865e+07 -1.907224e+07 -1.556692e+07  8.518097e+03 -4.672536e+02  4.455603e+04 
 166466 -1.903956e+07 -1.907105e+07 -1.556658e+07  8.918930e+03 -3.648998e+02  4.470677e+04 
 166467 -1.904005e+07 -1.907014e+07 -1.556639e+07  8.403276e+03 -2.192344e+02  4.456511e+04 
 166468 -1.904093e+07 -1.906940e+07 -1.556624e+07  8.443137e+03  3.593008e+01  4.438066e+04 
 166469 -1.904192e+07 -1.906879e+07 -1.556616e+07  8.223326e+03  3.595893e+02  4.423495e+04 
 166470 -1.904234e+07 -1.906838e+07 -1.556619e+07  7.881469e+03  6.892894e+02  4.405697e+04 
 166471 -1.904297e+07 -1.906812e+07 -1.556625e+07  7.443041e+03  9.919060e+02  4.391186e+04 
 166472 -1.904371e+07 -1.906802e+07 -1.556638e+07  7.483061e+03  1.228510e+03  4.399861e+04 
 166585 -1.908843e+07 -1.906115e+07 -1.546840e+07 -1.717820e+03 -2.175050e+02 -4.864611e+03 
 166586 -1.908775e+07 -1.906179e+07 -1.547010e+07 -5.333498e+03 -7.164521e+02 -4.130544e+03 
 166587 -1.908664e+07 -1.906292e+07 -1.547355e+07 -8.386367e+03 -1.340945e+03 -2.662922e+03 
 166588 -1.908505e+07 -1.906435e+07 -1.547867e+07 -1.103016e+04 -2.151138e+03 -3.962527e+02 
 166589 -1.908301e+07 -1.906605e+07 -1.548537e+07 -1.366814e+04 -3.052457e+03  2.832900e+03 
 166590 -1.908047e+07 -1.906809e+07 -1.549341e+07 -1.610646e+04 -3.870949e+03  6.949661e+03 
 166591 -1.907734e+07 -1.907026e+07 -1.550239e+07 -1.822935e+04 -4.363573e+03  1.164804e+04 
 166592 -1.907353e+07 -1.907274e+07 -1.551172e+07 -1.973160e+04 -4.247653e+03  1.664602e+04 
 166593 -1.906922e+07 -1.907540e+07 -1.552059e+07 -2.096208e+04 -3.325399e+03  2.126849e+04 
 166594 -1.906464e+07 -1.907813e+07 -1.552815e+07 -2.127534e+04 -1.698641e+03  2.509484e+04 
 166595 -1.906011e+07 -1.908099e+07 -1.553383e+07 -2.082458e+04  2.339484e+02  2.792625e+04 
 166596 -1.905602e+07 -1.908322e+07 -1.553749e+07 -1.946205e+04  1.995478e+03  2.953364e+04 
 166597 -1.905264e+07 -1.908525e+07 -1.553924e+07 -1.796917e+04  3.318183e+03  3.002117e+04 
 166598 -1.905013e+07 -1.908648e+07 -1.553938e+07 -1.575364e+04  4.040358e+03  2.962563e+04 
 166599 -1.904824e+07 -1.908715e+07 -1.553841e+07 -1.346341e+04  3.993401e+03  2.880706e+04 
 166600 -1.904714e+07 -1.908740e+07 -1.553581e+07 -1.125116e+04  3.477303e+03  2.783913e+04 
 166601 -1.904643e+07 -1.908515e+07 -1.553803e+07 -9.316571e+03 -5.863913e+02  2.675813e+04 
 166602 -1.904793e+07 -1.909829e+07 -1.546822e+07 -7.548779e+03  1.941137e+04  2.558720e+04 
 166603 -1.904594e+07 -1.908682e+07 -1.552840e+07 -5.721002e+03 -2.951887e+04  2.485838e+04 
 166604 -1.904401e+07 -1.907376e+07 -1.559257e+07 -4.731718e+03  1.662938e+04  2.435042e+04 
 166605 -1.904585e+07 -1.908669e+07 -1.552855e+07 -3.726962e+03 -3.556936e+03  2.399199e+04 
 166606 -1.904601e+07 -1.908385e+07 -1.553014e+07 -2.917665e+03 -1.284908e+03  2.400784e+04 
 166607 -1.904633e+07 -1.908306e+07 -1.552858e+07 -2.104055e+03 -1.384416e+03  2.415991e+04 
 166608 -1.904655e+07 -1.908211e+07 -1.552798e+07 -1.451883e+03 -1.411799e+03  2.429157e+04 
 166609 -1.904676e+07 -1.908138e+07 -1.552757e+07 -1.423022e+03 -1.354482e+03  2.428170e+04 
 166610 -1.904718e+07 -1.908059e+07 -1.552735e+07 -1.228400e+03 -1.181998e+03  2.459313e+04 
 166611 -1.904769e+07 -1.908003e+07 -1.552726e+07 -8.120691e+02 -9.102065e+02  2.499088e+04 
 166612 -1.904809e+07 -1.907954e+07 -1.552726e+07 -7.125565e+02 -5.878140e+02  2.497848e+04 
 166613 -1.904840e+07 -1.907947e+07 -1.552735e+07 -5.715585e+02 -3.383565e+02  2.492882e+04 
 166614 -1.904890e+07 -1.907923e+07 -1.552750e+07 -9.426953e+02 -1.078198e+02  2.490971e+04 
 166615 -1.904929e+07 -1.907923e+07 -1.552774e+07 -9.031546e+02  1.640550e+02  2.500184e+04 
 166616 -1.904960e+07 -1.907911e+07 -1.552811e+07 -7.384482e+02  3.435407e+02  2.531179e+04 
 166617 -1.905009e+07 -1.907931e+07 -1.552865e+07 -6.688911e+02  3.699169e+02  2.543439e+04 
 166618 -1.905042e+07 -1.907914e+07 -1.552944e+07 -9.127705e+02  2.889768e+02  2.556375e+04 
 166619 -1.905059e+07 -1.907957e+07 -1.553045e+07 -9.737308e+02  1.551072e+02  2.621268e+04 
 166620 -1.905085e+07 -1.907939e+07 -1.553164e+07 -1.585179e+03 -1.044345e+02  2.684100e+04 
 166621 -1.905072e+07 -1.907974e+07 -1.553298e+07 -1.873237e+03 -4.404487e+02  2.746532e+04 
 166622 -1.905066e+07 -1.907982e+07 -1.553446e+07 -2.332250e+03 -6.413653e+02  2.847863e+04 
 166623 -1.904999e+07 -1.908011e+07 -1.553579e+07 -2.683785e+03 -6.557261e+02  2.943227e+04 
 166624 -1.904841e+07 -1.908089e+07 -1.553682e+07 -3.045864e+03 -5.763474e+02  3.040202e+04 
 166625 -1.904672e+07 -1.908143e+07 -1.553742e+07 -2.809434e+03 -2.987204e+02  3.077797e+04 
 166626 -1.904492e+07 -1.908217e+07 -1.553746e+07 -2.556609e+03  1.419534e+02  3.087143e+04 
 166627 -1.904333e+07 -1.908257e+07 -1.553700e+07 -1.566580e+03  4.149965e+02  3.089445e+04 
 166628 -1.904167e+07 -1.908267e+07 -1.553625e+07 -6.718881e+02  6.791118e+02  3.031047e+04 
 166629 -1.904069e+07 -1.908239e+07 -1.553531e+07  1.257166e+03  6.078374e+02  2.981708e+04 
 166630 -1.903982e+07 -1.908202e+07 -1.553423e+07  2.426813e+03  3.763979e+02  2.928511e+04 
 166631 -1.903914e+07 -1.908097e+07 -1.553319e+07  3.527622e+03  1.971636e+02  2.880230e+04 
 166632 -1.903970e+07 -1.907979e+07 -1.553216e+07  4.795335e+03  5.284275e+01  2.808899e+04 
 166633 -1.904033e+07 -1.907866e+07 -1.553133e+07  5.900708e+03 -2.613361e+02  2.737023e+04 
 166634 -1.904082e+07 -1.907750e+07 -1.553071e+07  6.688273e+03 -5.365442e+02  2.693658e+04 
 166635 -1.904129e+07 -1.907630e+07 -1.553024e+07  6.965695e+03 -6.305174e+02  2.659865e+04 
 166636 -1.904197e+07 -1.907508e+07 -1.552990e+07  7.642359e+03 -6.633048e+02  2.660291e+04 
 166637 -1.904300e+07 -1.907385e+07 -1.552963e+07  7.615474e+03 -6.325412e+02  2.676651e+04 
 166638 -1.904421e+07 -1.907278e+07 -1.552946e+07  8.134133e+03 -5.039095e+02  2.706501e+04 
 166639 -1.904514e+07 -1.907186e+07 -1.552934e+07  7.970856e+03 -2.802131e+02  2.684785e+04 
 166640 -1.904566e+07 -1.907116e+07 -1.552928e+07  7.778275e+03  1.630387e+01  2.662156e+04 
 166641 -1.904631e+07 -1.907056e+07 -1.552925e+07  7.822324e+03  3.425787e+02  2.648327e+04 
 166642 -1.904728e+07 -1.907009e+07 -1.552920e+07  7.478181e+03  6.676317e+02  2.615500e+04 
 166643 -1.904783e+07 -1.906979e+07 -1.552920e+07  7.230025e+03  9.315162e+02  2.598239e+04 
 166644 -1.904847e+07 -1.906953e+07 -1.552921e+07  7.085191e+03  1.158540e+03  2.603804e+04 
 166757 -1.908507e+07 -1.906290e+07 -1.546453e+07 -1.512968e+03  4.936454e+01 -6.014795e+03 
 166758 -1.908462e+07 -1.906343e+07 -1.546561e+07 -4.841126e+03  9.254710e+01 -5.661339e+03 
 166759 -1.908360e+07 -1.906445e+07 -1.546785e+07 -7.598543e+03  5.052394e+01 -4.824372e+03 
 166760 -1.908227e+07 -1.906570e+07 -1.547117e+07 -1.010195e+04 -1.356245e+02 -3.541129e+03 
 166761 -1.908060e+07 -1.906721e+07 -1.547548e+07 -1.248532e+04 -4.195949e+02 -1.645670e+03 
 166762 -1.907828e+07 -1.906920e+07 -1.548061e+07 -1.463125e+04 -6.877665e+02  7.720138e+02 
 166763 -1.907554e+07 -1.907116e+07 -1.548628e+07 -1.656854e+04 -8.507503e+02  3.516594e+03 
 166764 -1.907251e+07 -1.907337e+07 -1.549211e+07 -1.793732e+04 -7.207674e+02  6.395631e+03 
 166765 -1.906892e+07 -1.907586e+07 -1.549763e+07 -1.899029e+04 -1.858411e+02  8.993427e+03 
 166766 -1.906518e+07 -1.907840e+07 -1.550234e+07 -1.940818e+04  6.349860e+02  1.121253e+04 
 166767 -1.906153e+07 -1.908080e+07 -1.550593e+07 -1.905621e+04  1.559770e+03  1.285122e+04 
 166768 -1.905809e+07 -1.908296e+07 -1.550828e+07 -1.813598e+04  2.425479e+03  1.382341e+04 
 166769 -1.905516e+07 -1.908485e+07 -1.550940e+07 -1.709190e+04  3.025701e+03  1.405026e+04 
 166770 -1.905265e+07 -1.908620e+07 -1.550947e+07 -1.522132e+04  3.200937e+03  1.375989e+04 
 166771 -1.905077e+07 -1.908685e+07 -1.550882e+07 -1.330792e+04  2.920960e+03  1.335226e+04 
 166772 -1.904937e+07 -1.908729e+07 -1.550677e+07 -1.133656e+04  2.466388e+03  1.278786e+04 
 166773 -1.904829e+07 -1.908538e+07 -1.550962e+07 -9.463455e+03 -1.512318e+03  1.220521e+04 
 166774 -1.904964e+07 -1.909856e+07 -1.544064e+07 -7.871583e+03  1.855508e+04  1.151267e+04 
 166775 -1.904736e+07 -1.908718e+07 -1.550135e+07 -6.130672e+03 -3.004816e+04  1.105985e+04 
 166776 -1.904543e+07 -1.907447e+07 -1.556593e+07 -5.231936e+03  1.623785e+04  1.085700e+04 
 166777 -1.904735e+07 -1.908744e+07 -1.550248e+07 -4.211048e+03 -3.747641e+03  1.073086e+04 
 166778 -1.904751e+07 -1.908476e+07 -1.550443e+07 -3.441954e+03 -1.322904e+03  1.077223e+04 
 166779 -1.904765e+07 -1.908403e+07 -1.550315e+07 -2.554472e+03 -1.302914e+03  1.100393e+04 
 166780 -1.904811e+07 -1.908301e+07 -1.550272e+07 -1.975284e+03 -1.250622e+03  1.127476e+04 
 166781 -1.904852e+07 -1.908253e+07 -1.550241e+07 -1.581925e+03 -1.192901e+03  1.129792e+04 
 166782 -1.904854e+07 -1.908186e+07 -1.550231e+07 -1.339471e+03 -1.035244e+03  1.154780e+04 
 166783 -1.904890e+07 -1.908124e+07 -1.550230e+07 -1.080058e+03 -7.037349e+02  1.187587e+04 
 166784 -1.904941e+07 -1.908072e+07 -1.550233e+07 -9.109036e+02 -4.116055e+02  1.192073e+04 
 166785 -1.904974e+07 -1.908044e+07 -1.550240e+07 -7.335501e+02 -2.307955e+02  1.184458e+04 
 166786 -1.904985e+07 -1.908050e+07 -1.550250e+07 -9.588913e+02 -5.696753e+01  1.179222e+04 
 166787 -1.905026e+07 -1.908029e+07 -1.550265e+07 -8.772456e+02  1.649339e+02  1.178624e+04 
 166788 -1.905071e+07 -1.908007e+07 -1.550286e+07 -6.396816e+02  3.562082e+02  1.193781e+04 
 166789 -1.905116e+07 -1.908011e+07 -1.550315e+07 -7.714532e+02  5.294545e+02  1.203272e+04 
 166790 -1.905159e+07 -1.907985e+07 -1.550356e+07 -7.448937e+02  5.461159e+02  1.195965e+04 
 166791 -1.905164e+07 -1.908024e+07 -1.550413e+07 -8.443975e+02  4.051204e+02  1.239661e+04 
 166792 -1.905164e+07 -1.908010e+07 -1.550488e+07 -1.322398e+03  3.136532e+02  1.268008e+04 
 166793 -1.905171e+07 -1.908020e+07 -1.550567e+07 -1.708782e+03  1.136116e+02  1.271119e+04 
 166794 -1.905113e+07 -1.908033e+07 -1.550648e+07 -1.966878e+03 -1.385818e+02  1.311484e+04 
 166795 -1.905038e+07 -1.908077e+07 -1.550724e+07 -2.374678e+03 -2.395083e+02  1.381320e+04 
 166796 -1.904955e+07 -1.908125e+07 -1.550779e+07 -2.350716e+03 -2.860616e+02  1.447990e+04 
 166797 -1.904793e+07 -1.908175e+07 -1.550813e+07 -1.962396e+03 -2.270114e+02  1.441955e+04 
 166798 -1.904638e+07 -1.908222e+07 -1.550820e+07 -2.042584e+03 -1.619814e+02  1.451833e+04 
 166799 -1.904512e+07 -1.908260e+07 -1.550794e+07 -1.249690e+03 -7.628584e+01  1.496019e+04 
 166800 -1.904383e+07 -1.908256e+07 -1.550756e+07 -1.591102e+02  3.272084e+00  1.481525e+04 
 166801 -1.904270e+07 -1.908238e+07 -1.550711e+07  9.410372e+02 -1.414216e+02  1.441754e+04 
 166802 -1.904215e+07 -1.908210e+07 -1.550650e+07  2.432304e+03 -2.814974e+02  1.421593e+04 
 166803 -1.904208e+07 -1.908120e+07 -1.550587e+07  2.876720e+03 -3.745001e+02  1.389217e+04 
 166804 -1.904213e+07 -1.908033e+07 -1.550534e+07  3.902796e+03 -5.269726e+02  1.335924e+04 
 166805 -1.904205e+07 -1.907931e+07 -1.550498e+07  5.176811e+03 -7.418893e+02  1.298791e+04 
 166806 -1.904272e+07 -1.907823e+07 -1.550466e+07  5.633504e+03 -8.411233e+02  1.294505e+04 
 166807 -1.904319e+07 -1.907726e+07 -1.550444e+07  6.486304e+03 -8.937407e+02  1.312732e+04 
 166808 -1.904385e+07 -1.907619e+07 -1.550429e+07  6.563069e+03 -8.452975e+02  1.331140e+04 
 166809 -1.904479e+07 -1.907508e+07 -1.550414e+07  7.005487e+03 -6.481222e+02  1.329932e+04 
 166810 -1.904521e+07 -1.907413e+07 -1.550408e+07  7.296000e+03 -5.322319e+02  1.343788e+04 
 166811 -1.904625e+07 -1.907316e+07 -1.550404e+07  7.250175e+03 -3.055761e+02  1.347244e+04 
 166812 -1.904720e+07 -1.907251e+07 -1.550401e+07  7.308318e+03  9.532476e+00  1.339020e+04 
 166813 -1.904797e+07 -1.907182e+07 -1.550396e+07  7.265973e+03  3.233075e+02  1.326941e+04 
 166814 -1.904844e+07 -1.907143e+07 -1.550392e+07  7.156121e+03  5.851754e+02  1.293530e+04 
 166815 -1.904884e+07 -1.907110e+07 -1.550390e+07  7.056904e+03  8.153919e+02  1.266201e+04 
 166816 -1.904953e+07 -1.907066e+07 -1.550384e+07  6.640174e+03  1.051638e+03  1.262326e+04 
 166929 -1.908172e+07 -1.906445e+07 -1.546206e+07 -1.385619e+03  1.945562e+02 -6.773772e+03 
 166930 -1.908113e+07 -1.906491e+07 -1.546273e+07 -4.370557e+03  5.287858e+02 -6.718812e+03 
 166931 -1.908021e+07 -1.906581e+07 -1.546416e+07 -6.956882e+03  7.980749e+02 -6.358938e+03 
 166932 -1.907904e+07 -1.906698e+07 -1.546626e+07 -9.299863e+03  9.597185e+02 -5.693775e+03 
 166933 -1.907743e+07 -1.906830e+07 -1.546897e+07 -1.146123e+04  9.999064e+02 -4.700905e+03 
 166934 -1.907546e+07 -1.907010e+07 -1.547216e+07 -1.335869e+04  1.006888e+03 -3.338891e+03 
 166935 -1.907315e+07 -1.907197e+07 -1.547567e+07 -1.512675e+04  1.031564e+03 -1.835766e+03 
 166936 -1.907044e+07 -1.907400e+07 -1.547924e+07 -1.631704e+04  1.173915e+03 -4.324578e+02 
 166937 -1.906755e+07 -1.907621e+07 -1.548259e+07 -1.723871e+04  1.503622e+03  8.894172e+02 
 166938 -1.906440e+07 -1.907851e+07 -1.548544e+07 -1.766550e+04  1.877590e+03  2.116496e+03 
 166939 -1.906125e+07 -1.908065e+07 -1.548762e+07 -1.747962e+04  2.242901e+03  2.925520e+03 
 166940 -1.905831e+07 -1.908262e+07 -1.548903e+07 -1.678914e+04  2.597971e+03  3.356103e+03 
 166941 -1.905554e+07 -1.908436e+07 -1.548968e+07 -1.598145e+04  2.744843e+03  3.355170e+03 
 166942 -1.905335e+07 -1.908567e+07 -1.548964e+07 -1.448025e+04  2.641180e+03  3.111753e+03 
 166943 -1.905149e+07 -1.908648e+07 -1.548913e+07 -1.279033e+04  2.260103e+03  2.846591e+03 
 166944 -1.905000e+07 -1.908686e+07 -1.548738e+07 -1.117929e+04  1.820170e+03  2.548907e+03 
 166945 -1.904888e+07 -1.908515e+07 -1.549063e+07 -9.533351e+03 -2.050698e+03  2.243384e+03 
 166946 -1.905005e+07 -1.909861e+07 -1.542219e+07 -7.936154e+03  1.810324e+04  1.856002e+03 
 166947 -1.904805e+07 -1.908729e+07 -1.548322e+07 -6.516126e+03 -3.027755e+04  1.571029e+03 
 166948 -1.904597e+07 -1.907472e+07 -1.554803e+07 -5.561178e+03  1.614634e+04  1.566720e+03 
 166949 -1.904757e+07 -1.908783e+07 -1.548497e+07 -4.599932e+03 -3.726201e+03  1.586499e+03 
 166950 -1.904762e+07 -1.908538e+07 -1.548716e+07 -3.714640e+03 -1.275057e+03  1.609007e+03 
 166951 -1.904771e+07 -1.908457e+07 -1.548608e+07 -2.762762e+03 -1.190797e+03  1.876293e+03 
 166952 -1.904786e+07 -1.908370e+07 -1.548580e+07 -2.429036e+03 -1.097504e+03  2.145498e+03 
 166953 -1.904799e+07 -1.908322e+07 -1.548561e+07 -1.853839e+03 -9.987397e+02  2.299161e+03 
 166954 -1.904818e+07 -1.908261e+07 -1.548556e+07 -1.556231e+03 -8.988786e+02  2.385552e+03 
 166955 -1.904831e+07 -1.908226e+07 -1.548557e+07 -1.241596e+03 -6.994579e+02  2.487089e+03 
 166956 -1.904872e+07 -1.908166e+07 -1.548560e+07 -1.163868e+03 -4.704220e+02  2.765275e+03 
 166957 -1.904920e+07 -1.908109e+07 -1.548565e+07 -7.834542e+02 -2.486719e+02  2.863402e+03 
 166958 -1.904950e+07 -1.908114e+07 -1.548572e+07 -8.654740e+02  1.139109e+01  2.727864e+03 
 166959 -1.904973e+07 -1.908109e+07 -1.548579e+07 -8.626186e+02  2.144874e+02  2.646289e+03 
 166960 -1.905019e+07 -1.908079e+07 -1.548589e+07 -5.534975e+02  4.067809e+02  2.642855e+03 
 166961 -1.905043e+07 -1.908064e+07 -1.548605e+07 -6.093804e+02  5.842560e+02  2.547529e+03 
 166962 -1.905052e+07 -1.908065e+07 -1.548625e+07 -6.547756e+02  6.557766e+02  2.494188e+03 
 166963 -1.905080e+07 -1.908049e+07 -1.548653e+07 -7.851204e+02  5.443488e+02  2.767581e+03 
 166964 -1.905080e+07 -1.908075e+07 -1.548693e+07 -1.242114e+03  4.223343e+02  2.874259e+03 
