**********************************************
* Logging started at ÖÜÈÕ 1ÔÂ 28 22:01:02 2024
* By flac3d Version 7.00 Release 126
* 
* 
* Job Title: 
**********************************************
flac3d>zone list stress range position-x 0 500 position-y 0 300 position-z 14.9 17.1
Zone total stress tensor.
     ID            XX            YY            ZZ            XY            YZ            XZ 
------- ------------- ------------- ------------- ------------- ------------- ------------- 
 181634 -1.909715e+07 -1.906130e+07 -1.539492e+07  2.845112e+02  4.468525e+04 -3.571311e+05 
 181636 -1.910056e+07 -1.906554e+07 -1.536159e+07 -2.017581e+03  3.179318e+04 -3.650086e+05 
 181638 -1.910456e+07 -1.906566e+07 -1.534286e+07 -3.709015e+03  2.064016e+04 -3.704582e+05 
 181640 -1.910719e+07 -1.906616e+07 -1.532438e+07 -4.584718e+03  1.540336e+04 -3.775418e+05 
 181642 -1.911165e+07 -1.907077e+07 -1.528038e+07 -5.661879e+03  1.478287e+04 -3.774616e+05 
 181644 -1.911523e+07 -1.907394e+07 -1.525860e+07 -7.322848e+03  1.104895e+03 -3.786743e+05 
 181646 -1.910992e+07 -1.906736e+07 -1.529243e+07 -6.441605e+03 -2.843849e+03 -3.850925e+05 
 181648 -1.910945e+07 -1.906604e+07 -1.530606e+07 -6.115474e+03 -6.584314e+02 -3.899695e+05 
 181650 -1.910630e+07 -1.906606e+07 -1.531107e+07 -4.367424e+03 -7.147257e+03 -3.984654e+05 
 181652 -1.910569e+07 -1.906435e+07 -1.532386e+07 -2.832983e+03 -1.005855e+04 -4.030922e+05 
 181654 -1.910651e+07 -1.906251e+07 -1.533183e+07 -9.761914e+02 -1.533218e+04 -4.069480e+05 
 181656 -1.910776e+07 -1.905841e+07 -1.534527e+07  2.338814e+03 -2.307235e+04 -4.135888e+05 
 181658 -1.910424e+07 -1.905391e+07 -1.536491e+07  8.535727e+03 -3.049515e+04 -4.205759e+05 
 181660 -1.909882e+07 -1.904677e+07 -1.539195e+07  1.650607e+04 -4.004460e+04 -4.299723e+05 
 181662 -1.908864e+07 -1.903504e+07 -1.543161e+07  2.970470e+04 -4.893108e+04 -4.410046e+05 
 181664 -1.906821e+07 -1.901424e+07 -1.548772e+07  5.311144e+04 -5.708263e+04 -4.527903e+05 
 181666 -1.902662e+07 -1.897751e+07 -1.556932e+07  9.553095e+04 -6.280951e+04 -4.630892e+05 
 181668 -1.895235e+07 -1.890866e+07 -1.566788e+07  1.697008e+05 -6.050920e+04 -4.657216e+05 
 181670 -1.879712e+07 -1.876079e+07 -1.588632e+07  3.136799e+05 -7.798051e+04 -5.109090e+05 
 181672 -1.835020e+07 -1.824363e+07 -1.693736e+07  7.621122e+05 -2.094328e+05 -7.581999e+05 
 181674 -1.744836e+07 -1.667827e+07 -1.915212e+07  1.996412e+06 -3.005207e+06 -3.330076e+06 
 181676 -1.696447e+07 -1.673071e+07 -2.313429e+07  2.039783e+06  3.351661e+06  3.109557e+06 
 181678 -1.811649e+07 -1.829862e+07 -1.903969e+07  7.088246e+05  2.599481e+05  3.295474e+05 
 181680 -1.848845e+07 -1.872734e+07 -1.740328e+07  3.472645e+05  1.002030e+05  4.921601e+04 
 181682 -1.869421e+07 -1.886848e+07 -1.708377e+07  1.782018e+05  1.193698e+05  2.417286e+04 
 181684 -1.879013e+07 -1.894145e+07 -1.692131e+07  8.851925e+04  1.215704e+05  2.996339e+04 
 181686 -1.883653e+07 -1.898543e+07 -1.678326e+07  4.122277e+04  1.061224e+05  2.260345e+04 
 181688 -1.885869e+07 -1.900904e+07 -1.668187e+07  1.885594e+04  8.610360e+04  8.754281e+03 
 181690 -1.887095e+07 -1.902163e+07 -1.661138e+07  7.578385e+03  6.641316e+04 -4.678201e+03 
 181692 -1.887783e+07 -1.902869e+07 -1.656183e+07  1.398965e+03  4.984068e+04 -1.498118e+04 
 181694 -1.888149e+07 -1.903295e+07 -1.652493e+07 -1.597565e+03  3.581626e+04 -2.381484e+04 
 181696 -1.888417e+07 -1.903487e+07 -1.649804e+07 -2.731887e+03  2.457345e+04 -3.041250e+04 
 181698 -1.888673e+07 -1.903389e+07 -1.648640e+07 -3.536062e+03  1.415880e+04 -3.562299e+04 
 181700 -1.888961e+07 -1.903559e+07 -1.645969e+07 -4.841877e+03  1.418278e+04 -3.790821e+04 
 181702 -1.889356e+07 -1.904045e+07 -1.641870e+07 -5.729751e+03  7.530160e+03 -4.588933e+04 
 181704 -1.889313e+07 -1.903791e+07 -1.642663e+07 -3.315047e+03 -4.153754e+03 -4.512040e+04 
 181706 -1.888970e+07 -1.903329e+07 -1.646128e+07 -2.307215e+03 -4.668983e+03 -4.184524e+04 
 181708 -1.888636e+07 -1.903180e+07 -1.648022e+07 -8.290641e+02 -7.286911e+03 -4.364528e+04 
 181710 -1.888413e+07 -1.903108e+07 -1.649278e+07 -1.623857e+02 -1.095425e+04 -4.169751e+04 
 181712 -1.888266e+07 -1.902990e+07 -1.650439e+07 -3.959391e+02 -1.639327e+04 -4.578798e+04 
 181714 -1.888283e+07 -1.902516e+07 -1.652523e+07  1.629439e+03 -2.447809e+04 -5.331897e+04 
 181716 -1.888051e+07 -1.901853e+07 -1.655175e+07  8.447003e+03 -3.158031e+04 -5.905553e+04 
 181718 -1.887526e+07 -1.901131e+07 -1.657857e+07  1.764214e+04 -4.098712e+04 -6.435235e+04 
 181720 -1.886444e+07 -1.899915e+07 -1.661943e+07  3.104037e+04 -5.252133e+04 -7.310711e+04 
 181722 -1.884327e+07 -1.897619e+07 -1.668253e+07  5.608724e+04 -6.121665e+04 -8.274545e+04 
 181724 -1.879912e+07 -1.893532e+07 -1.677058e+07  1.036571e+05 -6.635324e+04 -8.933188e+04 
 181726 -1.872073e+07 -1.886595e+07 -1.688212e+07  1.866886e+05 -6.652746e+04 -9.296181e+04 
 181728 -1.850671e+07 -1.870136e+07 -1.719145e+07  3.869870e+05 -7.923208e+04 -1.262677e+05 
 181730 -1.804036e+07 -1.832757e+07 -1.834173e+07  7.863024e+05 -2.112097e+05 -3.513343e+05 
 181732 -1.722444e+07 -1.705827e+07 -2.029285e+07  1.824230e+06 -3.200857e+06 -3.150798e+06 
 181734 -1.708800e+07 -1.674470e+07 -2.229799e+07  2.050011e+06  3.243116e+06  3.328915e+06 
 181736 -1.827446e+07 -1.821367e+07 -1.774128e+07  7.966049e+05  2.144264e+05  5.813255e+05 
 181738 -1.884019e+07 -1.875819e+07 -1.619668e+07  2.544095e+05  8.757618e+04  3.613531e+05 
 181740 -1.891506e+07 -1.890185e+07 -1.599126e+07  1.446359e+05  1.109192e+05  3.827483e+05 
 181742 -1.897591e+07 -1.897877e+07 -1.584311e+07  7.756446e+04  1.189679e+05  3.951476e+05 
 181744 -1.901999e+07 -1.901929e+07 -1.571206e+07  3.664877e+04  1.028550e+05  3.800343e+05 
 181746 -1.904072e+07 -1.904126e+07 -1.562244e+07  1.518588e+04  8.402440e+04  3.626549e+05 
 181748 -1.905073e+07 -1.905369e+07 -1.555892e+07  4.283432e+03  6.577986e+04  3.470863e+05 
 181750 -1.905569e+07 -1.906079e+07 -1.551266e+07 -1.242014e+03  4.930921e+04  3.335269e+05 
 181752 -1.905880e+07 -1.906478e+07 -1.547885e+07 -4.286268e+03  3.544632e+04  3.219537e+05 
 181754 -1.906039e+07 -1.906696e+07 -1.545450e+07 -5.414010e+03  2.433919e+04  3.126242e+05 
 181756 -1.906191e+07 -1.906718e+07 -1.543822e+07 -5.744060e+03  1.522982e+04  3.053709e+05 
 181758 -1.906245e+07 -1.906695e+07 -1.542911e+07 -6.366441e+03  8.332889e+03  3.001710e+05 
 181760 -1.906391e+07 -1.906872e+07 -1.541233e+07 -7.737506e+03  6.682742e+03  2.949091e+05 
 181762 -1.906429e+07 -1.906965e+07 -1.540013e+07 -6.376200e+03  3.652041e+02  2.854088e+05 
 181764 -1.906369e+07 -1.906649e+07 -1.541396e+07 -3.790697e+03 -4.856387e+03  2.859172e+05 
 181766 -1.906512e+07 -1.906228e+07 -1.542855e+07 -1.893292e+03 -6.058402e+03  2.880235e+05 
 181768 -1.906538e+07 -1.906390e+07 -1.541020e+07 -4.406842e+02 -4.391367e+03  2.976864e+05 
 181770 -1.906996e+07 -1.906528e+07 -1.538924e+07 -2.422132e+03 -1.342644e+04  3.023894e+05 
 181772 -1.906764e+07 -1.906163e+07 -1.540393e+07 -2.006165e+03 -2.286060e+04  3.002056e+05 
 181774 -1.906717e+07 -1.905173e+07 -1.545063e+07  1.134433e+03 -3.356902e+04  2.870727e+05 
 181776 -1.906247e+07 -1.904250e+07 -1.548653e+07  1.106934e+04 -3.567880e+04  2.831818e+05 
 181778 -1.905640e+07 -1.903108e+07 -1.551257e+07  2.331366e+04 -4.886046e+04  2.759531e+05 
 181780 -1.904125e+07 -1.900753e+07 -1.557117e+07  4.575880e+04 -5.953899e+04  2.670088e+05 
 181782 -1.900951e+07 -1.896417e+07 -1.565868e+07  8.811113e+04 -6.532794e+04  2.592531e+05 
 181784 -1.894072e+07 -1.888734e+07 -1.577003e+07  1.681806e+05 -6.221269e+04  2.620631e+05 
 181786 -1.881904e+07 -1.872062e+07 -1.603526e+07  3.252853e+05 -7.550881e+04  2.587911e+05 
 181788 -1.825586e+07 -1.827660e+07 -1.713063e+07  8.649390e+05 -2.096050e+05  4.681144e+04 
 181790 -1.657814e+07 -1.697150e+07 -1.916778e+07  2.408967e+06 -3.105064e+06 -2.709121e+06 
 181792 -1.649546e+07 -1.678425e+07 -2.214624e+07  2.391348e+06  3.270908e+06  2.782230e+06 
 181794 -1.813026e+07 -1.834387e+07 -1.802237e+07  8.277892e+05  2.428363e+05 -2.229920e+05 
 181796 -1.875775e+07 -1.872460e+07 -1.635500e+07  3.242879e+05  8.277227e+04 -4.318515e+05 
 181798 -1.889008e+07 -1.888843e+07 -1.600374e+07  1.685703e+05  1.088722e+05 -3.761348e+05 
 181800 -1.897131e+07 -1.897588e+07 -1.584345e+07  8.425743e+04  1.194312e+05 -3.566253e+05 
 181802 -1.900685e+07 -1.902073e+07 -1.571606e+07  4.468332e+04  1.059169e+05 -3.652575e+05 
 181804 -1.902815e+07 -1.904269e+07 -1.562571e+07  2.350084e+04  8.824722e+04 -3.767770e+05 
 181806 -1.904007e+07 -1.905515e+07 -1.555961e+07  1.130140e+04  7.041819e+04 -3.886246e+05 
 181808 -1.904654e+07 -1.906245e+07 -1.551048e+07  4.348392e+03  5.395256e+04 -3.989840e+05 
 181810 -1.905116e+07 -1.906662e+07 -1.547348e+07  1.931114e+01  3.984693e+04 -4.073116e+05 
 181812 -1.905501e+07 -1.906856e+07 -1.544579e+07 -2.289278e+03  2.836362e+04 -4.137955e+05 
 181814 -1.905687e+07 -1.906954e+07 -1.542516e+07 -3.236554e+03  1.922135e+04 -4.182430e+05 
 181816 -1.905850e+07 -1.906955e+07 -1.541136e+07 -4.046414e+03  1.185684e+04 -4.210457e+05 
 181818 -1.905986e+07 -1.906951e+07 -1.540367e+07 -5.167636e+03  6.880536e+03 -4.225413e+05 
 181820 -1.905965e+07 -1.906991e+07 -1.539822e+07 -5.595603e+03  3.633506e+03 -4.237311e+05 
 181822 -1.906011e+07 -1.906907e+07 -1.539408e+07 -4.454742e+03  7.882500e+02 -4.247635e+05 
 181824 -1.906325e+07 -1.906568e+07 -1.539573e+07 -4.559561e+03 -3.225696e+03 -4.256319e+05 
 181826 -1.906660e+07 -1.906489e+07 -1.538266e+07 -4.624614e+03 -1.806055e+03 -4.305900e+05 
 181828 -1.907482e+07 -1.906777e+07 -1.533837e+07 -6.394140e+03 -2.736913e+03 -4.327888e+05 
 181830 -1.907944e+07 -1.906771e+07 -1.532666e+07 -3.822794e+03 -1.930089e+04 -4.407482e+05 
 181832 -1.908007e+07 -1.906055e+07 -1.535462e+07 -3.327794e+03 -2.264575e+04 -4.286253e+05 
 181834 -1.907581e+07 -1.904671e+07 -1.541111e+07  6.329325e+02 -4.039622e+04 -4.451013e+05 
 181836 -1.907132e+07 -1.903240e+07 -1.545724e+07  1.311788e+04 -3.990738e+04 -4.506094e+05 
 181838 -1.906150e+07 -1.901093e+07 -1.549400e+07  3.313738e+04 -5.710916e+04 -4.601915e+05 
 181840 -1.903395e+07 -1.896706e+07 -1.558002e+07  7.507277e+04 -6.598587e+04 -4.685684e+05 
 181842 -1.897914e+07 -1.889179e+07 -1.567980e+07  1.496461e+05 -6.518303e+04 -4.659280e+05 
 181844 -1.884960e+07 -1.874406e+07 -1.589718e+07  2.948236e+05 -8.692418e+04 -5.046660e+05 
 181846 -1.831317e+07 -1.821164e+07 -1.700805e+07  8.158320e+05 -2.084773e+05 -7.535115e+05 
 181848 -1.730982e+07 -1.679151e+07 -1.931754e+07  2.019906e+06 -3.020144e+06 -3.418929e+06 
 181850 -1.687345e+07 -1.672145e+07 -2.309466e+07  1.984484e+06  3.322734e+06  3.051384e+06 
 181852 -1.798718e+07 -1.833560e+07 -1.914935e+07  6.804995e+05  2.541450e+05  3.400720e+05 
 181854 -1.833069e+07 -1.871671e+07 -1.746705e+07  3.748259e+05  8.679181e+04  4.597664e+04 
 181856 -1.855692e+07 -1.887320e+07 -1.713474e+07  1.803544e+05  1.168090e+05  2.074500e+04 
 181858 -1.864570e+07 -1.894669e+07 -1.697995e+07  9.467030e+04  1.242757e+05  1.932326e+04 
 181860 -1.869571e+07 -1.899266e+07 -1.684307e+07  4.628500e+04  1.124900e+05  9.035914e+03 
 181862 -1.872016e+07 -1.901554e+07 -1.674258e+07  2.386512e+04  9.420353e+04 -7.435634e+03 
 181864 -1.873410e+07 -1.902832e+07 -1.666811e+07  1.154156e+04  7.583422e+04 -2.329615e+04 
 181866 -1.874215e+07 -1.903586e+07 -1.661101e+07  4.552957e+03  5.867094e+04 -3.756159e+04 
 181868 -1.874714e+07 -1.904030e+07 -1.656702e+07  1.974061e+02  4.362083e+04 -4.994256e+04 
 181870 -1.875031e+07 -1.904256e+07 -1.653553e+07 -2.762102e+03  3.068157e+04 -6.176725e+04 
 181872 -1.875232e+07 -1.904303e+07 -1.651687e+07 -3.711347e+03  2.034823e+04 -7.302348e+04 
 181874 -1.875442e+07 -1.904300e+07 -1.650138e+07 -3.857917e+03  1.414901e+04 -7.916868e+04 
 181876 -1.875621e+07 -1.904305e+07 -1.648665e+07 -4.123732e+03  8.083855e+03 -8.342681e+04 
 181878 -1.875756e+07 -1.904315e+07 -1.647640e+07 -4.718563e+03  4.097424e+03 -8.655407e+04 
 181880 -1.875833e+07 -1.904275e+07 -1.646884e+07 -4.845745e+03  8.750208e+02 -8.891704e+04 
 181882 -1.875928e+07 -1.904182e+07 -1.646430e+07 -4.725038e+03 -2.135147e+03 -9.026183e+04 
 181884 -1.876056e+07 -1.903904e+07 -1.647053e+07 -5.027524e+03 -6.893090e+03 -9.133480e+04 
 181886 -1.876336e+07 -1.903992e+07 -1.645524e+07 -6.989074e+03 -3.562369e+03 -9.146490e+04 
 181888 -1.876628e+07 -1.903960e+07 -1.644192e+07 -6.650719e+03 -1.538484e+04 -1.027357e+05 
 181890 -1.876935e+07 -1.903765e+07 -1.643644e+07 -4.528273e+03 -1.567389e+04 -9.927991e+04 
 181892 -1.877240e+07 -1.902751e+07 -1.647054e+07 -1.844745e+03 -3.887619e+04 -1.081493e+05 
 181894 -1.876668e+07 -1.900833e+07 -1.653846e+07  8.217203e+03 -4.254209e+04 -1.023937e+05 
 181896 -1.876170e+07 -1.898529e+07 -1.657430e+07  2.510831e+04 -5.236284e+04 -1.120071e+05 
 181898 -1.873724e+07 -1.893890e+07 -1.664066e+07  6.740769e+04 -6.608620e+04 -1.175167e+05 
 181900 -1.868383e+07 -1.885950e+07 -1.674938e+07  1.514255e+05 -7.066195e+04 -1.265797e+05 
 181902 -1.849318e+07 -1.868046e+07 -1.706650e+07  3.669003e+05 -8.276630e+04 -1.709770e+05 
 181904 -1.810008e+07 -1.829504e+07 -1.826813e+07  7.513301e+05 -2.024241e+05 -3.895940e+05 
 181906 -1.735986e+07 -1.706592e+07 -2.038995e+07  1.718813e+06 -3.215436e+06 -3.146153e+06 
 181908 -1.666452e+07 -1.672097e+07 -2.282821e+07  2.090747e+06  3.201420e+06  3.155078e+06 
 181910 -1.785766e+07 -1.820027e+07 -1.837474e+07  8.282247e+05  1.928186e+05  4.065277e+05 
 181912 -1.843002e+07 -1.876476e+07 -1.685184e+07  2.784302e+05  7.788436e+04  1.482566e+05 
 181914 -1.855875e+07 -1.889441e+07 -1.666520e+07  1.560071e+05  1.076586e+05  1.627012e+05 
 181916 -1.862379e+07 -1.896942e+07 -1.652050e+07  8.454699e+04  1.212346e+05  1.792472e+05 
 181918 -1.866768e+07 -1.901124e+07 -1.638640e+07  4.290743e+04  1.090741e+05  1.643192e+05 
 181920 -1.868906e+07 -1.903401e+07 -1.629276e+07  2.102340e+04  9.137306e+04  1.440692e+05 
 181922 -1.870048e+07 -1.904648e+07 -1.622545e+07  9.671104e+03  7.412488e+04  1.250290e+05 
 181924 -1.870670e+07 -1.905406e+07 -1.617372e+07  3.304899e+03  5.751751e+04  1.080362e+05 
 181926 -1.871026e+07 -1.905858e+07 -1.613491e+07 -4.855684e+02  4.268987e+04  9.368241e+04 
 181928 -1.871157e+07 -1.906078e+07 -1.611035e+07 -2.597864e+03  2.928688e+04  8.138128e+04 
 181930 -1.870970e+07 -1.906079e+07 -1.610679e+07 -3.392803e+03  1.708437e+04  6.855039e+04 
 181932 -1.870729e+07 -1.905979e+07 -1.611069e+07 -3.571189e+03  1.139769e+04  5.871633e+04 
 181934 -1.870729e+07 -1.905970e+07 -1.610566e+07 -4.307096e+03  6.946117e+03  5.129971e+04 
 181936 -1.870753e+07 -1.905981e+07 -1.609891e+07 -4.683062e+03  2.953379e+03  4.636623e+04 
 181938 -1.870783e+07 -1.905921e+07 -1.609516e+07 -4.928135e+03  4.090213e+01  4.270680e+04 
 181940 -1.870797e+07 -1.905863e+07 -1.609384e+07 -5.206084e+03 -2.579321e+03  3.977782e+04 
 181942 -1.870857e+07 -1.905718e+07 -1.609606e+07 -5.267697e+03 -5.352855e+03  3.771160e+04 
 181944 -1.870840e+07 -1.905608e+07 -1.610296e+07 -6.112326e+03 -8.724561e+03  3.659855e+04 
 181946 -1.870946e+07 -1.905537e+07 -1.610689e+07 -7.951627e+03 -1.173200e+04  3.373303e+04 
 181948 -1.870818e+07 -1.905353e+07 -1.611576e+07 -7.158224e+03 -1.862287e+04  2.720286e+04 
 181950 -1.871211e+07 -1.904899e+07 -1.612761e+07 -7.358499e+03 -2.425791e+04  2.615833e+04 
 181952 -1.871409e+07 -1.903295e+07 -1.617538e+07 -1.852821e+03 -4.367976e+04  1.570402e+04 
 181954 -1.871583e+07 -1.900831e+07 -1.621697e+07  8.413138e+03 -4.274385e+04  2.717035e+04 
 181956 -1.871548e+07 -1.896457e+07 -1.624857e+07  3.259007e+04 -5.884926e+04  2.250054e+04 
 181958 -1.867399e+07 -1.886936e+07 -1.635878e+07  1.061731e+05 -6.726150e+04  2.247897e+04 
 181960 -1.858987e+07 -1.866907e+07 -1.668878e+07  2.729084e+05 -7.768617e+04  1.926525e+04 
 181962 -1.812639e+07 -1.827086e+07 -1.788645e+07  7.725892e+05 -2.194669e+05 -2.115640e+05 
 181964 -1.669355e+07 -1.706453e+07 -1.994204e+07  2.181528e+06 -3.196167e+06 -3.039768e+06 
 181966 -1.623507e+07 -1.676893e+07 -2.265921e+07  2.287423e+06  3.195643e+06  2.907294e+06 
 181968 -1.765406e+07 -1.828970e+07 -1.842247e+07  8.497599e+05  1.892122e+05  8.121313e+04 
 181970 -1.828589e+07 -1.874366e+07 -1.681761e+07  2.976281e+05  5.925379e+04 -1.323261e+05 
 181972 -1.836051e+07 -1.889872e+07 -1.654685e+07  1.691333e+05  9.841122e+04 -1.002811e+05 
 181974 -1.845093e+07 -1.897882e+07 -1.641134e+07  8.518111e+04  1.128474e+05 -1.015227e+05 
 181976 -1.848939e+07 -1.902038e+07 -1.629783e+07  4.839051e+04  1.095558e+05 -1.148921e+05 
 181978 -1.851148e+07 -1.904413e+07 -1.620139e+07  2.736177e+04  9.351627e+04 -1.296214e+05 
 181980 -1.852313e+07 -1.905714e+07 -1.613560e+07  1.494651e+04  7.680182e+04 -1.456872e+05 
 181982 -1.852892e+07 -1.906455e+07 -1.608602e+07  8.147804e+03  6.130252e+04 -1.601031e+05 
 181984 -1.853301e+07 -1.906912e+07 -1.604673e+07  3.921036e+03  4.706317e+04 -1.718796e+05 
 181986 -1.853574e+07 -1.907123e+07 -1.601817e+07  2.169057e+03  3.450645e+04 -1.809848e+05 
 181988 -1.853583e+07 -1.907179e+07 -1.600206e+07  2.294398e+03  2.368554e+04 -1.846637e+05 
 181990 -1.853463e+07 -1.907216e+07 -1.598703e+07  1.900489e+03  1.786373e+04 -1.789752e+05 
 181992 -1.853468e+07 -1.907281e+07 -1.597043e+07 -3.812199e+02  1.159330e+04 -1.774722e+05 
 181994 -1.853534e+07 -1.907255e+07 -1.596092e+07 -1.989023e+03  7.292415e+03 -1.793522e+05 
 181996 -1.853579e+07 -1.907187e+07 -1.595550e+07 -2.319026e+03  4.478601e+03 -1.798405e+05 
 181998 -1.853604e+07 -1.907131e+07 -1.595232e+07 -2.640894e+03  2.074977e+03 -1.800273e+05 
 182000 -1.853694e+07 -1.907047e+07 -1.595105e+07 -3.270900e+03  1.494396e+02 -1.797831e+05 
 182002 -1.853784e+07 -1.906980e+07 -1.595303e+07 -3.775790e+03 -2.506689e+03 -1.785702e+05 
 182004 -1.853874e+07 -1.906885e+07 -1.595947e+07 -4.979963e+03 -6.050429e+03 -1.764129e+05 
 182006 -1.853782e+07 -1.906758e+07 -1.597026e+07 -5.605307e+03 -1.072745e+04 -1.738174e+05 
 182008 -1.853919e+07 -1.906566e+07 -1.597989e+07 -7.277699e+03 -1.563844e+04 -1.719283e+05 
 182010 -1.854252e+07 -1.905714e+07 -1.600339e+07 -7.908765e+03 -2.801147e+04 -1.724007e+05 
 182012 -1.855004e+07 -1.903834e+07 -1.603688e+07 -5.850351e+03 -3.615602e+04 -1.727530e+05 
 182014 -1.856736e+07 -1.900538e+07 -1.604312e+07 -7.138303e+02 -4.034687e+04 -1.656021e+05 
 182016 -1.857924e+07 -1.891594e+07 -1.610557e+07  4.072521e+04 -6.146832e+04 -1.687386e+05 
 182018 -1.848464e+07 -1.871008e+07 -1.630695e+07  1.945156e+05 -5.898795e+04 -1.369968e+05 
 182020 -1.817124e+07 -1.814500e+07 -1.746002e+07  7.126312e+05 -2.241998e+05 -3.716504e+05 
 182022 -1.677537e+07 -1.670547e+07 -2.010605e+07  2.292658e+06 -3.050183e+06 -3.066270e+06 
 182024 -1.496378e+07 -1.658319e+07 -2.493922e+07  2.065351e+06  3.490101e+06  2.417569e+06 
 182026 -1.620980e+07 -1.833521e+07 -2.067989e+07  7.097588e+05  2.340036e+05 -1.353884e+05 
 182028 -1.665558e+07 -1.872359e+07 -1.891111e+07  3.651945e+05  7.457276e+04 -4.175655e+05 
 182030 -1.686979e+07 -1.888784e+07 -1.857443e+07  1.699746e+05  1.212500e+05 -4.204151e+05 
 182032 -1.694485e+07 -1.896289e+07 -1.844276e+07  8.278612e+04  1.484372e+05 -4.072053e+05 
 182034 -1.699125e+07 -1.900074e+07 -1.834946e+07  3.493954e+04  1.375073e+05 -4.307999e+05 
 182036 -1.701880e+07 -1.902368e+07 -1.826137e+07  1.535142e+04  1.360273e+05 -4.433564e+05 
 182038 -1.703621e+07 -1.904043e+07 -1.816623e+07  7.765369e+02  1.154607e+05 -4.577231e+05 
 182040 -1.704703e+07 -1.904734e+07 -1.811059e+07 -7.566365e+03  9.742708e+04 -4.761663e+05 
 182042 -1.705293e+07 -1.905153e+07 -1.806432e+07 -1.224201e+04  8.397181e+04 -4.895511e+05 
 182044 -1.705869e+07 -1.905413e+07 -1.802349e+07 -1.626003e+04  7.016941e+04 -5.005569e+05 
 182046 -1.706302e+07 -1.905505e+07 -1.798975e+07 -1.779372e+04  5.997992e+04 -5.100790e+05 
 182048 -1.706778e+07 -1.905637e+07 -1.795025e+07 -1.886636e+04  5.324534e+04 -5.186890e+05 
 182050 -1.707299e+07 -1.905801e+07 -1.791282e+07 -2.051188e+04  4.562019e+04 -5.260477e+05 
 182052 -1.707609e+07 -1.905769e+07 -1.789145e+07 -2.147209e+04  3.951045e+04 -5.296625e+05 
 182054 -1.707804e+07 -1.905686e+07 -1.788031e+07 -2.199153e+04  3.605171e+04 -5.314245e+05 
 182056 -1.707912e+07 -1.905640e+07 -1.787226e+07 -2.222076e+04  3.360991e+04 -5.331236e+05 
 182058 -1.708015e+07 -1.905596e+07 -1.786688e+07 -2.304082e+04  3.171848e+04 -5.351959e+05 
 182060 -1.708160e+07 -1.905532e+07 -1.786368e+07 -2.377994e+04  2.985784e+04 -5.356859e+05 
 182062 -1.708310e+07 -1.905501e+07 -1.786267e+07 -2.447086e+04  2.739192e+04 -5.355495e+05 
 182064 -1.708409e+07 -1.905450e+07 -1.786456e+07 -2.554154e+04  2.374860e+04 -5.358258e+05 
 182066 -1.708501e+07 -1.905383e+07 -1.787054e+07 -2.722473e+04  1.830928e+04 -5.357326e+05 
 182068 -1.708679e+07 -1.905134e+07 -1.787990e+07 -2.991003e+04  1.090395e+04 -5.360845e+05 
 182070 -1.708801e+07 -1.904199e+07 -1.790936e+07 -3.234783e+04 -2.977818e+03 -5.380743e+05 
 182072 -1.709946e+07 -1.902505e+07 -1.792498e+07 -3.808836e+04 -5.330450e+03 -5.368148e+05 
 182074 -1.711539e+07 -1.896701e+07 -1.797393e+07 -3.786447e+04 -2.372541e+04 -5.425090e+05 
 182076 -1.713657e+07 -1.878053e+07 -1.816187e+07  3.004349e+04 -2.253470e+04 -5.638173e+05 
 182078 -1.705702e+07 -1.819810e+07 -1.930830e+07  3.393616e+05 -2.707560e+05 -9.859059e+05 
 182080 -1.671441e+07 -1.649847e+07 -2.207612e+07  1.706749e+06 -3.368851e+06 -3.450292e+06 
 182082 -1.350225e+07 -1.651493e+07 -2.759170e+07  1.765554e+06  3.895680e+06 -1.595176e+06 
 182084 -1.377007e+07 -1.814473e+07 -2.378900e+07  7.561303e+05  4.112479e+05 -4.018816e+06 
 182086 -1.433305e+07 -1.873816e+07 -2.188233e+07  3.228826e+05  8.818238e+04 -4.180555e+06 
 182088 -1.452542e+07 -1.887276e+07 -2.154315e+07  2.103069e+05  9.711932e+04 -4.245144e+06 
 182090 -1.460859e+07 -1.894548e+07 -2.133253e+07  1.410077e+05  1.218438e+05 -4.244115e+06 
 182092 -1.467459e+07 -1.898168e+07 -2.118578e+07  9.402083e+04  1.006024e+05 -4.259446e+06 
 182094 -1.468282e+07 -1.900503e+07 -2.111961e+07  7.807273e+04  8.999832e+04 -4.284465e+06 
 182096 -1.470948e+07 -1.902176e+07 -2.102815e+07  6.352168e+04  7.468271e+04 -4.317460e+06 
 182098 -1.472081e+07 -1.903154e+07 -2.096384e+07  5.752889e+04  4.897257e+04 -4.339949e+06 
 182100 -1.472697e+07 -1.903474e+07 -2.092642e+07  5.435226e+04  3.180089e+04 -4.358104e+06 
 182102 -1.473871e+07 -1.903725e+07 -2.088329e+07  5.017886e+04  1.725503e+04 -4.373777e+06 
 182104 -1.474920e+07 -1.903872e+07 -2.084724e+07  4.745570e+04  1.296864e+03 -4.385879e+06 
 182106 -1.475737e+07 -1.903865e+07 -2.082445e+07  4.588121e+04 -9.660572e+03 -4.395538e+06 
 182108 -1.476363e+07 -1.903915e+07 -2.080121e+07  4.523800e+04 -1.727403e+04 -4.404748e+06 
 182110 -1.477125e+07 -1.903858e+07 -2.078292e+07  4.474010e+04 -2.446642e+04 -4.413271e+06 
 182112 -1.477647e+07 -1.903759e+07 -2.077362e+07  4.474827e+04 -2.869253e+04 -4.418548e+06 
